763|202003|9|205002|17460|000|1|I|80|40|120000|80|5.125|C|N|FRM|OH|SF|44000|F120Q1004914|P|360|01|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|||9||2
704|202003|N|205002|24580|000|1|P|67|35|188000|67|4|C|N|FRM|WI|SF|54300|F120Q1004962|P|360|01|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|||9||2
762|202003|9|205002|39660|000|1|I|75|40|133000|75|4|R|N|FRM|SD|SF|57700|F120Q1005009|P|360|02|Other sellers|Other servicers|||9||2
753|202003|9|205002|38060|000|1|P|55|45|354000|55|3.5|R|N|FRM|AZ|SF|85000|F120Q1005053|N|360|01|Other sellers|Other servicers|||9||1
797|202003|Y|205002|35614|000|1|P|57|41|245000|57|3.625|R|N|FRM|NJ|SF|07000|F120Q1005056|P|360|01|LOANDEPOT.COM, LLC|LOANDEPOT.COM, LLC|||9||1
624|202003|9|205002|45300|000|1|P|75|37|143000|75|4.875|B|N|FRM|FL|SF|33500|F120Q1005089|C|360|01|Other sellers|Other servicers|||9||2
742|202003|9|205002|41700|12|1|S|85|39|165000|85|3.875|C|N|FRM|TX|PU|78100|F120Q1005090|P|360|02|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|||9||2
721|202003|N|205002|38540|30|1|P|95|37|172000|95|3.75|C|N|FRM|ID|SF|83200|F120Q1005110|P|360|01|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|||9||2
808|202003|9|205002|19300|000|1|S|75|29|255000|75|3.875|C|N|FRM|AL|CO|36500|F120Q1005138|P|360|02|Other sellers|Other servicers|||9||1
693|202005|N|205004|34980|000|1|P|40|49|130000|40|3.75|R|N|FRM|TN|SF|37000|F120Q1005150|P|360|01|Other sellers|PNC BANK, NA|||9||2
808|202003|9|205002|33660|000|1|S|75|33|107000|75|3.75|C|N|FRM|AL|CO|36600|F120Q1005194|P|360|01|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|||9||2
796|202004|9|204003||000|2|I|75|26|74000|75|4.375|R|N|FRM|KS|SF|67600|F120Q1005202|P|240|02|Other sellers|Other servicers|||9||2
715|202003|Y|205002||25|2|P|93|44|259000|93|4|R|N|FRM|MA|SF|02700|F120Q1005246|P|360|01|Other sellers|Other servicers|||H||2
790|202003|9|205002|36084|000|1|P|74|13|382000|74|3.75|R|N|FRM|CA|CO|94500|F120Q1005249|N|360|01|PROVIDENT FUNDING ASSOCIATES, L.P.|PROVIDENT FUNDING ASSOCIATES, L.P.|||9||1
789|202003|9|205002|23420|000|1|P|68|24|243000|68|3.75|R|N|FRM|CA|SF|93600|F120Q1005251|N|360|01|PROVIDENT FUNDING ASSOCIATES, L.P.|PROVIDENT FUNDING ASSOCIATES, L.P.|||9||1
775|202003|N|205002|16180|25|1|P|90|43|358000|90|3.875|R|N|FRM|NV|SF|89700|F120Q1005323|P|360|01|Other sellers|ARVEST CENTRAL MORTGAGE COMPANY|||9||2
717|202003|N|205002|26420|000|1|P|80|46|269000|80|3.875|C|N|FRM|TX|PU|77500|F120Q1005365|P|360|01|WELLS FARGO BANK, N.A.|WELLS FARGO BANK, N.A.|||9||2
758|202003|9|203502|38900|000|2|I|54|47|215000|54|4.25|R|N|FRM|OR|SF|97200|F120Q1005587|C|180|02|QUICKEN LOANS INC.|QUICKEN LOANS, LLC|||9||2
745|202003|9|205002|47260|000|1|P|74|19|161000|74|4.5|R|N|FRM|VA|SF|23500|F120Q1005603|C|360|01|QUICKEN LOANS INC.|QUICKEN LOANS, LLC|||9||2
733|202002|9|205001|42200|000|1|I|70|34|140000|70|3.846|B|N|FRM|CA|CO|93400|F120Q1005697|P|360|02|UNITED SHORE FINANCIAL SERVICES, LLC|UNITED SHORE FINANCIAL SERVICES, LLC|||9||2
721|202003|Y|205002||30|1|P|95|38|323000|95|3.75|R|N|FRM|UT|SF|84600|F120Q1005703|P|360|02|Other sellers|Other servicers|||9||2
782|202003|9|205002||000|1|P|53|30|150000|53|3.5|R|N|FRM|TN|SF|37300|F120Q1005709|C|360|02|Other sellers|Other servicers|||9||2
691|202003|9|205002|38060|000|1|P|70|31|240000|70|3.75|B|N|FRM|AZ|SF|85200|F120Q1005727|N|360|01|UNITED SHORE FINANCIAL SERVICES, LLC|UNITED SHORE FINANCIAL SERVICES, LLC|||9||1
804|202003|9|205002|10740|000|1|P|56|38|250000|56|3.731|B|N|FRM|NM|SF|87100|F120Q1005729|N|360|02|UNITED SHORE FINANCIAL SERVICES, LLC|UNITED SHORE FINANCIAL SERVICES, LLC|||9||1
764|202003|9|205002|11244|000|1|P|29|43|510000|29|3.75|B|N|FRM|CA|PU|92800|F120Q1005752|C|360|01|UNITED SHORE FINANCIAL SERVICES, LLC|UNITED SHORE FINANCIAL SERVICES, LLC|||9||2
772|202003|Y|205002||25|1|P|95|39|253000|95|3.824|B|N|FRM|IN|SF|47700|F120Q1005762|P|360|02|UNITED SHORE FINANCIAL SERVICES, LLC|UNITED SHORE FINANCIAL SERVICES, LLC|||H||2
756|202003|9|204002|12060|000|1|I|75|20|178000|75|3.75|B|N|FRM|GA|CO|30300|F120Q1005856|P|240|01|UNITED SHORE FINANCIAL SERVICES, LLC|UNITED SHORE FINANCIAL SERVICES, LLC|||9||2
768|202003|9|205002|16740|000|1|I|75|47|144000|75|4.5|B|N|FRM|NC|CO|28200|F120Q1005904|P|360|01|UNITED SHORE FINANCIAL SERVICES, LLC|UNITED SHORE FINANCIAL SERVICES, LLC|||9||2
727|202003|N|205002|33460|30|1|P|95|37|297000|95|4.371|B|N|FRM|MN|PU|55300|F120Q1005934|P|360|02|UNITED SHORE FINANCIAL SERVICES, LLC|UNITED SHORE FINANCIAL SERVICES, LLC|||9||2
709|202003|9|205002|38060|000|1|P|75|31|392000|75|4.228|B|N|FRM|AZ|PU|85200|F120Q1005955|N|360|02|UNITED SHORE FINANCIAL SERVICES, LLC|UNITED SHORE FINANCIAL SERVICES, LLC|||9||1
782|202003|9|205002|25940|000|1|S|80|29|228000|80|4.375|R|N|FRM|SC|CO|29900|F120Q1006017|P|360|01|Other sellers|Other servicers|||9||2
793|202003|9|203502||000|1|P|53|42|98000|53|3.375|R|N|FRM|KY|SF|42500|F120Q1006074|N|180|02|Other sellers|Other servicers|||9||2
